created_date_time,content
1508876015422,"{""status"":{""room_temp"":76}}"
1508876015544,"{""status"":{""operating_state"":""Fan_Only""}}"
1508876111438,"{""status"":{""room_temp"":76}}"
1508876111632,"{""status"":{""operating_state"":""Fan_Only""}}"
1508878995658,"{""status"":{""room_temp"":76}}"
1508878995854,"{""status"":{""operating_state"":""Fan_Only""}}"
1508879565229,"{""status"":{""room_temp"":75}}"
1508881435593,"{""status"":{""battery"":97}}"
1508882598492,"{""status"":{""room_temp"":75}}"
1508882598556,"{""status"":{""operating_state"":""Fan_Only""}}"
1508886202126,"{""status"":{""room_temp"":75}}"
1508886202324,"{""status"":{""operating_state"":""Fan_Only""}}"
1508887288519,"{""status"":{""room_temp"":74}}"
1508889803432,"{""status"":{""room_temp"":74}}"
1508889803635,"{""status"":{""operating_state"":""Fan_Only""}}"
1508890245028,"{""status"":{""room_temp"":73}}"
1508893406019,"{""status"":{""room_temp"":73}}"
1508893406186,"{""status"":{""operating_state"":""Fan_Only""}}"
1509156097401,"{""status"":{""room_temp"":73}}"
1509156097604,"{""status"":{""operating_state"":""Fan_Only""}}"
1509159699482,"{""status"":{""room_temp"":73}}"
1509159699680,"{""status"":{""operating_state"":""Fan_Only""}}"
1509162518798,"{""status"":{""room_temp"":72}}"
1509163301851,"{""status"":{""room_temp"":72}}"
1509163302014,"{""status"":{""operating_state"":""Fan_Only""}}"
1509166903606,"{""status"":{""room_temp"":72}}"
1509166903806,"{""status"":{""operating_state"":""Fan_Only""}}"
1509170506164,"{""status"":{""room_temp"":72}}"
1509170506222,"{""status"":{""operating_state"":""Fan_Only""}}"
1509174108436,"{""status"":{""room_temp"":72}}"
1509174108534,"{""status"":{""operating_state"":""Fan_Only""}}"
1509177710582,"{""status"":{""room_temp"":72}}"
1509177710690,"{""status"":{""operating_state"":""Fan_Only""}}"
1509181313737,"{""status"":{""room_temp"":72}}"
1509181313949,"{""status"":{""operating_state"":""Fan_Only""}}"
1509184914791,"{""status"":{""room_temp"":72}}"
1509184915015,"{""status"":{""operating_state"":""Fan_Only""}}"
