created_date_time,content
1519414290645,"{""status"":{""zwave_signal"":0}}"
1519414510798,"{""status"":{""zwave_signal"":null}}"
1519414510839,"{""status"":{""battery"":100}}"
1519414511817,"{""status"":{""room_temp"":60}}"
1519415045145,"{""status"":{""room_temp"":62}}"
1519416120846,"{""status"":{""room_temp"":62}}"
1519416120905,"{""status"":{""operating_state"":""Fan_Only""}}"
1519416457867,"{""status"":{""room_temp"":61}}"
1519417173998,"{""status"":{""mode"":""heat"",""source"":""cloud"",""agent_id"":7541,""hold_until"":""2018-02-24T00:19:33.986Z""}}"
1519417174061,"{""status"":{""heating_setpoint"":65,""source"":""cloud"",""agent_id"":7541,""hold_until"":""2018-02-24T00:19:34.054Z""}}"
1519417174119,"{""status"":{""fan"":""on"",""source"":""cloud"",""agent_id"":7541,""hold_until"":""2018-02-24T00:19:34.113Z""}}"
1519417177147,"{""status"":{""heating_setpoint"":65,""source"":""cloud"",""agent_id"":7541,""hold_until"":""2018-02-24T00:19:37.143Z""}}"
1519417178113,"{""status"":{""mode"":""heat"",""source"":""cloud"",""agent_id"":7541,""hold_until"":""2018-02-24T00:19:38.108Z""}}"
1519417179138,"{""status"":{""operating_state"":""Heating""}}"
1519417526170,"{""status"":{""mode"":""heat"",""source"":""cloud"",""agent_id"":7541,""hold_until"":""2018-02-24T00:25:26.164Z""}}"
1519417526232,"{""status"":{""heating_setpoint"":65,""source"":""cloud"",""agent_id"":7541,""hold_until"":""2018-02-24T00:25:26.226Z""}}"
1519417526292,"{""status"":{""fan"":""on"",""source"":""cloud"",""agent_id"":7541,""hold_until"":""2018-02-24T00:25:26.287Z""}}"
1519417532584,"{""status"":{""mode"":""heat"",""source"":""cloud"",""agent_id"":7541,""hold_until"":""2018-02-24T00:25:32.579Z""}}"
1519417532649,"{""status"":{""heating_setpoint"":65,""source"":""cloud"",""agent_id"":7541,""hold_until"":""2018-02-24T00:25:32.643Z""}}"
1519417532710,"{""status"":{""fan"":""on"",""source"":""cloud"",""agent_id"":7541,""hold_until"":""2018-02-24T00:25:32.704Z""}}"
1519417777754,"{""status"":{""room_temp"":62}}"
1519418121615,"{""status"":{""room_temp"":63}}"
1519419054247,"{""status"":{""room_temp"":64}}"
1519419723287,"{""status"":{""room_temp"":64}}"
1519419724789,"{""status"":{""operating_state"":""Heating""}}"
1519420058578,"{""status"":{""room_temp"":65}}"
1519420059613,"{""status"":{""operating_state"":""Pending_Heat""}}"
1519420374258,"{""status"":{""operating_state"":""Fan_Only""}}"
1519420974447,"{""status"":{""room_temp"":64}}"
1519420975457,"{""status"":{""operating_state"":""Heating""}}"
1519421439794,"{""status"":{""mode"":""heat"",""source"":""cloud"",""agent_id"":7597,""hold_until"":""2018-02-24T01:30:39.788Z""}}"
1519421439932,"{""status"":{""heating_setpoint"":55,""source"":""cloud"",""agent_id"":7597,""hold_until"":""2018-02-24T01:30:39.926Z""}}"
1519421442934,"{""status"":{""heating_setpoint"":55,""source"":""cloud"",""agent_id"":7597,""hold_until"":""2018-02-24T01:30:42.928Z""}}"
1519421443926,"{""status"":{""operating_state"":""Pending_Heat""}}"
1519421514418,"{""status"":{""room_temp"":65}}"
1519421754179,"{""status"":{""operating_state"":""Fan_Only""}}"
1519423325388,"{""status"":{""room_temp"":65}}"
1519423325504,"{""status"":{""operating_state"":""Fan_Only""}}"
1519426927235,"{""status"":{""room_temp"":65}}"
1519426927346,"{""status"":{""operating_state"":""Fan_Only""}}"
1519430529335,"{""status"":{""room_temp"":65}}"
1519430529419,"{""status"":{""operating_state"":""Fan_Only""}}"
1519432134078,"{""status"":{""room_temp"":64}}"
1519434131237,"{""status"":{""room_temp"":64}}"
1519434131305,"{""status"":{""operating_state"":""Fan_Only""}}"
1519435973499,"{""status"":{""room_temp"":63}}"
1519437733178,"{""status"":{""room_temp"":63}}"
1519437733280,"{""status"":{""operating_state"":""Fan_Only""}}"
1519439977173,"{""status"":{""room_temp"":62}}"
1519441335085,"{""status"":{""room_temp"":62}}"
1519441335194,"{""status"":{""operating_state"":""Fan_Only""}}"
1519444683886,"{""status"":{""room_temp"":61}}"
1519444937127,"{""status"":{""room_temp"":61}}"
1519444937236,"{""status"":{""operating_state"":""Fan_Only""}}"
1519448538985,"{""status"":{""room_temp"":61}}"
1519448539042,"{""status"":{""operating_state"":""Fan_Only""}}"
1519449156441,"{""status"":{""room_temp"":60}}"
1519452140894,"{""status"":{""room_temp"":60}}"
1519452141012,"{""status"":{""operating_state"":""Fan_Only""}}"
1519454016570,"{""status"":{""room_temp"":59}}"
