created_date_time,content
1511993718618,"{""status"":{""zwave_signal"":0}}"
1512080431989,"{""status"":{""zwave_signal"":-1}}"
1512150690545,"{""status"":{""zwave_signal"":null}}"
1512150690573,"{""status"":{""battery"":55}}"
1512150691564,"{""status"":{""room_temp"":64}}"
1512150696673,"{""status"":{""battery"":100}}"
1512150817402,"{""status"":{""deviceDownTS"":null}}"
1512150819590,"{""status"":{""mode"":""auto"",""source"":""schedule"",""schedule_id"":""e8f9cd59-859b-443b-b8d2-742e61a8a57c""}}"
1512150819821,"{""status"":{""cooling_setpoint"":73,""source"":""schedule"",""schedule_id"":""e8f9cd59-859b-443b-b8d2-742e61a8a57c""}}"
1512150819917,"{""status"":{""heating_setpoint"":67,""source"":""schedule"",""schedule_id"":""e8f9cd59-859b-443b-b8d2-742e61a8a57c""}}"
1512150820024,"{""status"":{""fan"":""auto"",""source"":""schedule"",""schedule_id"":""e8f9cd59-859b-443b-b8d2-742e61a8a57c""}}"
1512150827118,"{""status"":{""operating_state"":""Heating""}}"
1512151025737,"{""status"":{""room_temp"":63}}"
1512151521060,"{""status"":{""zwave_signal"":0}}"
1512152097897,"{""status"":{""zwave_signal"":null}}"
1512152097955,"{""status"":{""room_temp"":64}}"
1512152193449,"{""status"":{""deviceDownTS"":null}}"
1512154835585,"{""status"":{""room_temp"":64}}"
1512155757666,"{""status"":{""room_temp"":65}}"
1512157240398,"{""status"":{""room_temp"":66}}"
1512158594970,"{""status"":{""room_temp"":66}}"
1512158595168,"{""status"":{""operating_state"":""Heating""}}"
1512160702459,"{""status"":{""room_temp"":66}}"
1512160703432,"{""status"":{""operating_state"":""Heating""}}"
1512162173067,"{""status"":{""room_temp"":66}}"
1512162173156,"{""status"":{""operating_state"":""Heating""}}"
1512163357867,"{""status"":{""room_temp"":66}}"
1512163358864,"{""status"":{""operating_state"":""Heating""}}"
1512164379730,"{""status"":{""room_temp"":67}}"
1512164380732,"{""status"":{""operating_state"":""Pending_Heat""}}"
1512164679178,"{""status"":{""operating_state"":""Off""}}"
1512165322163,"{""status"":{""room_temp"":66}}"
1512165323227,"{""status"":{""operating_state"":""Heating""}}"
1512165620744,"{""status"":{""room_temp"":66}}"
1512165620805,"{""status"":{""operating_state"":""Heating""}}"
1512166556144,"{""status"":{""room_temp"":67}}"
1512166556591,"{""status"":{""operating_state"":""Pending_Heat""}}"
1512167673700,"{""status"":{""room_temp"":66}}"
1512167674682,"{""status"":{""operating_state"":""Heating""}}"
1512169679056,"{""status"":{""zwave_signal"":0}}"
1512169764623,"{""status"":{""zwave_signal"":null}}"
1512169764671,"{""status"":{""room_temp"":66}}"
1512169765629,"{""status"":{""operating_state"":""Heating""}}"
1512171135874,"{""status"":{""room_temp"":67}}"
1512171136904,"{""status"":{""operating_state"":""Pending_Heat""}}"
1512172352902,"{""status"":{""room_temp"":66}}"
1512172353876,"{""status"":{""operating_state"":""Heating""}}"
1512173341878,"{""status"":{""room_temp"":66}}"
1512173341976,"{""status"":{""operating_state"":""Heating""}}"
1512173798870,"{""status"":{""room_temp"":67}}"
1512173799938,"{""status"":{""operating_state"":""Pending_Heat""}}"
1512174942084,"{""status"":{""room_temp"":66}}"
1512174943202,"{""status"":{""operating_state"":""Heating""}}"
1512176533214,"{""status"":{""zwave_signal"":0}}"
1512177197234,"{""status"":{""zwave_signal"":null}}"
1512177197284,"{""status"":{""room_temp"":66}}"
1512177198261,"{""status"":{""operating_state"":""Heating""}}"
1512177242945,"{""status"":{""deviceDownTS"":null}}"
1512179728772,"{""status"":{""room_temp"":66}}"
1512179729757,"{""status"":{""operating_state"":""Heating""}}"
1512180196170,"{""status"":{""room_temp"":66}}"
1512180196250,"{""status"":{""operating_state"":""Heating""}}"
