created_date_time,content
1504903078785,"{""status"":{""mode"":""off"",""source"":""physical""}}"
1504903080877,"{""status"":{""cooling_setpoint"":80,""source"":""physical""}}"
1504903081116,"{""status"":{""heating_setpoint"":72,""source"":""physical""}}"
1504903081915,"{""status"":{""room_temp"":75}}"
1504903082697,"{""status"":{""operating_state"":""Off""}}"
1504903169449,"{""status"":{""mode"":""off"",""source"":""physical""}}"
1504903170601,"{""status"":{""heating_setpoint"":72,""source"":""physical""}}"
1504903171565,"{""status"":{""cooling_setpoint"":80,""source"":""physical""}}"
1504903174815,"{""status"":{""mode"":""cool"",""source"":""cloud"",""agent_id"":7224}}"
1504903175211,"{""status"":{""hold_until"":""2017-09-09T00:39:34.104Z""}}"
1504903175632,"{""status"":{""room_temp"":73}}"
1504903176211,"{""status"":{""operating_state"":""Fan_Only""}}"
1504903176650,"{""status"":{""cooling_setpoint"":65,""source"":""cloud"",""agent_id"":7224}}"
1504903177136,"{""status"":{""hold_until"":""2017-09-09T00:39:35.964Z""}}"
1504903179161,"{""status"":{""heating_setpoint"":62,""source"":""cloud"",""agent_id"":7224}}"
1504903179941,"{""status"":{""hold_until"":""2017-09-09T00:39:38.891Z""}}"
1504903186639,"{""status"":{""mode"":""off"",""source"":""cloud"",""agent_id"":7224}}"
1504903187304,"{""status"":{""hold_until"":""2017-09-09T00:39:46.652Z""}}"
1504903259216,"{""status"":{""mode"":""cool"",""source"":""cloud"",""agent_id"":7224}}"
1504903259818,"{""status"":{""hold_until"":""2017-09-09T00:40:58.975Z""}}"
1504903260276,"{""status"":{""cooling_setpoint"":65,""source"":""cloud"",""agent_id"":7224}}"
1504903260970,"{""status"":{""hold_until"":""2017-09-09T00:40:59.339Z""}}"
1504903261794,"{""status"":{""fan"":""on"",""source"":""cloud"",""agent_id"":7224}}"
1504903262339,"{""status"":{""hold_until"":""2017-09-09T00:41:01.342Z""}}"
1504903264935,"{""status"":{""hold_until"":""2017-09-09T00:41:04.253Z""}}"
1504903265212,"{""status"":{""heating_setpoint"":62,""source"":""cloud"",""agent_id"":7224}}"
1504903275429,"{""status"":{""room_temp"":74}}"
1504903306090,"{""status"":{""mode"":""off"",""source"":""cloud"",""agent_id"":7224}}"
1504903306381,"{""status"":{""hold_until"":""2017-09-09T00:41:45.890Z""}}"
1504903353998,"{""status"":{""room_temp"":75}}"
1504903650394,"{""status"":{""mode"":""off"",""source"":""physical""}}"
1504903651995,"{""status"":{""heating_setpoint"":72,""source"":""physical""}}"
1504903652299,"{""status"":{""cooling_setpoint"":80,""source"":""physical""}}"
1504903653360,"{""status"":{""room_temp"":74}}"
1504903654174,"{""status"":{""operating_state"":""Off""}}"
1504903708490,"{""status"":{""mode"":""cool"",""source"":""cloud"",""agent_id"":7224}}"
1504903709032,"{""status"":{""hold_until"":""2017-09-09T00:48:28.190Z""}}"
1504903710477,"{""status"":{""cooling_setpoint"":65,""source"":""cloud"",""agent_id"":7224}}"
1504903710939,"{""status"":{""hold_until"":""2017-09-09T00:48:30.178Z""}}"
1504903714975,"{""status"":{""mode"":""off"",""source"":""cloud"",""agent_id"":7224}}"
1504903715774,"{""status"":{""hold_until"":""2017-09-09T00:48:34.780Z""}}"
1504903718101,"{""status"":{""heating_setpoint"":62,""source"":""cloud"",""agent_id"":7224}}"
1504903718556,"{""status"":{""hold_until"":""2017-09-09T00:48:37.695Z""}}"
1504904545998,"{""status"":{""zwave_signal"":0}}"
1504904840460,"{""status"":{""zwave_signal"":0}}"
1504905140459,"{""status"":{""operating_state"":""Fan_Only""}}"
1504905430327,"{""status"":{""room_temp"":76}}"
1504905438785,"{""status"":{""operating_state"":""Fan_Only""}}"
1504906244381,"{""status"":{""room_temp"":75}}"
1509392781374,"{""status"":{""room_temp"":68}}"
1509393918859,"{""status"":{""zwave_signal"":0}}"
1509393958455,"{""status"":{""room_temp"":65}}"
1509394083593,"{""status"":{""zwave_signal"":null}}"
1509394083912,"{""status"":{""room_temp"":70}}"
1509394215432,"{""status"":{""zwave_signal"":null}}"
1509394215669,"{""status"":{""room_temp"":68}}"
1509394216511,"{""status"":{""operating_state"":""Off""}}"
1509394296375,"{""status"":{""room_temp"":69}}"
1509394893122,"{""status"":{""mode"":""auto"",""source"":""physical""}}"
1509394893634,"{""status"":{""hold_until"":""2017-10-31T00:21:32.500Z""}}"
1509394951471,"{""status"":{""room_temp"":66}}"
1509394962381,"{""status"":{""room_temp"":66}}"
1509395191146,"{""status"":{""cooling_setpoint"":68,""source"":""physical""}}"
1509395191494,"{""status"":{""hold_until"":""2017-10-31T00:26:30.562Z""}}"
1509395208571,"{""status"":{""room_temp"":72}}"
1509395664044,"{""status"":{""room_temp"":71}}"
1509395850814,"{""status"":{""room_temp"":70}}"
1509396025161,"{""status"":{""battery"":97}}"
1509396078460,"{""status"":{""room_temp"":69}}"
1509396321565,"{""status"":{""room_temp"":68}}"
1509397515649,"{""status"":{""room_temp"":66}}"
1509397516034,"{""status"":{""room_temp"":69}}"
1509397524832,"{""status"":{""operating_state"":""Cooling""}}"
1509397527100,"{""status"":{""operating_state"":""Off""}}"
1509399074803,"{""status"":{""room_temp"":65}}"
1509399107484,"{""status"":{""room_temp"":67}}"
1509400823307,"{""status"":{""room_temp"":65}}"
1509400823844,"{""status"":{""room_temp"":69}}"
1509400832462,"{""status"":{""operating_state"":""Fan_Only""}}"
1509400839923,"{""status"":{""operating_state"":""Off""}}"
1509401126643,"{""status"":{""room_temp"":67}}"
1509401127704,"{""status"":{""operating_state"":""Off""}}"
1509404369404,"{""status"":{""fan"":""auto"",""source"":""cloud"",""agent_id"":7235}}"
1509404369874,"{""status"":{""hold_until"":""2017-10-31T02:59:28.768Z""}}"
1509404378901,"{""status"":{""mode"":""off"",""source"":""cloud"",""agent_id"":7235}}"
1509404379442,"{""status"":{""hold_until"":""2017-10-31T02:59:38.193Z""}}"
1509404422900,"{""status"":{""zwave_signal"":0}}"
1509404466019,"{""status"":{""zwave_signal"":0}}"
1509404729357,"{""status"":{""zwave_signal"":null}}"
1509404729682,"{""status"":{""battery"":100}}"
1509404730182,"{""status"":{""battery"":100}}"
1509404731834,"{""status"":{""room_temp"":65}}"
1509404750994,"{""status"":{""zwave_signal"":0}}"
1509406065705,"{""status"":{""zwave_signal"":null}}"
1509406066049,"{""status"":{""room_temp"":66}}"
1509408038641,"{""status"":{""room_temp"":65}}"
1509408055458,"{""status"":{""operating_state"":""Off""}}"
1509408333753,"{""status"":{""room_temp"":66}}"
1509408335122,"{""status"":{""zwave_signal"":null}}"
