created_date_time,content
1538496064822,"{""status"":{""zwave_signal"":0}}"
1538496455653,"{""status"":{""zwave_signal"":null}}"
1538496455694,"{""status"":{""battery"":100}}"
1538496456677,"{""status"":{""room_temp"":65}}"
1538496594124,"{""status"":{""deviceDownTS"":null}}"
1538496662132,"{""status"":{""room_temp"":64}}"
1538498926652,"{""status"":{""mode"":""heat"",""source"":""physical"",""hold_until"":""2018-10-02T20:48:46.641Z""}}"
1538498927682,"{""status"":{""operating_state"":""Heating""}}"
1538498936444,"{""status"":{""heating_setpoint"":60,""source"":""physical"",""hold_until"":""2018-10-02T20:48:56.438Z""}}"
1538499121817,"{""status"":{""operating_state"":""Pending_Heat""}}"
1538499421788,"{""status"":{""operating_state"":""Off""}}"
1538499888710,"{""status"":{""room_temp"":64}}"
1538499888817,"{""status"":{""operating_state"":""Off""}}"
1538501130119,"{""status"":{""room_temp"":63}}"
1538503490652,"{""status"":{""room_temp"":63}}"
1538503490764,"{""status"":{""operating_state"":""Off""}}"
1538507092933,"{""status"":{""room_temp"":63}}"
1538507093025,"{""status"":{""operating_state"":""Off""}}"
1538510695024,"{""status"":{""room_temp"":63}}"
1538510695132,"{""status"":{""operating_state"":""Off""}}"
1538514297156,"{""status"":{""room_temp"":63}}"
1538514297252,"{""status"":{""operating_state"":""Off""}}"
1538517899457,"{""status"":{""room_temp"":63}}"
1538517899558,"{""status"":{""operating_state"":""Off""}}"
1538521201397,"{""status"":{""room_temp"":63}}"
1538521201505,"{""status"":{""operating_state"":""Off""}}"
1538524803881,"{""status"":{""room_temp"":63}}"
1538524803972,"{""status"":{""operating_state"":""Off""}}"
1538528405955,"{""status"":{""room_temp"":63}}"
1538528406061,"{""status"":{""operating_state"":""Off""}}"
1538532008075,"{""status"":{""room_temp"":63}}"
1538532008163,"{""status"":{""operating_state"":""Off""}}"
1538535610425,"{""status"":{""room_temp"":63}}"
1538535610512,"{""status"":{""operating_state"":""Off""}}"
1538539212405,"{""status"":{""room_temp"":63}}"
1538539212496,"{""status"":{""operating_state"":""Off""}}"
1538543086206,"{""status"":{""room_temp"":63}}"
1538543086291,"{""status"":{""operating_state"":""Off""}}"
1538546688338,"{""status"":{""room_temp"":63}}"
1538546689944,"{""status"":{""operating_state"":""Off""}}"
1538550030812,"{""status"":{""battery"":100}}"
1538550290721,"{""status"":{""room_temp"":63}}"
1538550290828,"{""status"":{""operating_state"":""Off""}}"
1538553892952,"{""status"":{""room_temp"":63}}"
1538553893054,"{""status"":{""operating_state"":""Off""}}"
1538557495058,"{""status"":{""room_temp"":63}}"
1538557495167,"{""status"":{""operating_state"":""Off""}}"
1538561097125,"{""status"":{""room_temp"":63}}"
1538561097216,"{""status"":{""operating_state"":""Off""}}"
1538564699626,"{""status"":{""room_temp"":63}}"
1538564699882,"{""status"":{""operating_state"":""Off""}}"
1538568001806,"{""status"":{""room_temp"":63}}"
1538568001898,"{""status"":{""operating_state"":""Off""}}"
1538568136535,"{""status"":{""room_temp"":62}}"
1538571603897,"{""status"":{""room_temp"":62}}"
1538571603989,"{""status"":{""operating_state"":""Off""}}"
1538575205983,"{""status"":{""room_temp"":62}}"
1538575206075,"{""status"":{""operating_state"":""Off""}}"
1538578807915,"{""status"":{""room_temp"":62}}"
1538578808006,"{""status"":{""operating_state"":""Off""}}"
1538582410083,"{""status"":{""room_temp"":62}}"
1538582410173,"{""status"":{""operating_state"":""Off""}}"
1538582846918,"{""status"":{""battery"":100}}"
1538586012336,"{""status"":{""room_temp"":62}}"
1538586012590,"{""status"":{""operating_state"":""Off""}}"
1538589688062,"{""status"":{""room_temp"":62}}"
1538589688166,"{""status"":{""operating_state"":""Off""}}"
1538589959119,"{""status"":{""room_temp"":63}}"
1538593290093,"{""status"":{""room_temp"":63}}"
1538593290195,"{""status"":{""operating_state"":""Off""}}"
1538595462866,"{""status"":{""room_temp"":64}}"
1538596892275,"{""status"":{""room_temp"":64}}"
1538596892389,"{""status"":{""operating_state"":""Off""}}"
1538600494381,"{""status"":{""room_temp"":64}}"
1538600494479,"{""status"":{""operating_state"":""Off""}}"
1538601702677,"{""status"":{""room_temp"":65}}"
1538604096857,"{""status"":{""room_temp"":65}}"
1538604096967,"{""status"":{""operating_state"":""Off""}}"
1538607699114,"{""status"":{""room_temp"":65}}"
1538607699213,"{""status"":{""operating_state"":""Off""}}"
1538611301609,"{""status"":{""room_temp"":65}}"
1538611301700,"{""status"":{""operating_state"":""Off""}}"
1538614903520,"{""status"":{""room_temp"":65}}"
1538614903606,"{""status"":{""operating_state"":""Off""}}"
1538618505513,"{""status"":{""room_temp"":65}}"
1538618505613,"{""status"":{""operating_state"":""Off""}}"
1538622107807,"{""status"":{""room_temp"":65}}"
1538622107898,"{""status"":{""operating_state"":""Off""}}"
1538625709989,"{""status"":{""room_temp"":65}}"
1538625710080,"{""status"":{""operating_state"":""Off""}}"
1538629312137,"{""status"":{""room_temp"":65}}"
1538629312228,"{""status"":{""operating_state"":""Off""}}"
1538631074666,"{""status"":{""room_temp"":64}}"
1538632929774,"{""status"":{""room_temp"":64}}"
1538632929882,"{""status"":{""operating_state"":""Off""}}"
1538636532043,"{""status"":{""room_temp"":64}}"
1538636532133,"{""status"":{""operating_state"":""Off""}}"
1538640134109,"{""status"":{""room_temp"":64}}"
1538640134199,"{""status"":{""operating_state"":""Off""}}"
1538641634361,"{""status"":{""room_temp"":63}}"
1538643736416,"{""status"":{""room_temp"":63}}"
1538643736526,"{""status"":{""operating_state"":""Off""}}"
1538647338582,"{""status"":{""room_temp"":63}}"
1538647338682,"{""status"":{""operating_state"":""Off""}}"
1538650941055,"{""status"":{""room_temp"":63}}"
1538650941144,"{""status"":{""operating_state"":""Off""}}"
1538652581220,"{""status"":{""room_temp"":62}}"
1538654475929,"{""status"":{""room_temp"":62}}"
1538654476039,"{""status"":{""operating_state"":""Off""}}"
1538658078049,"{""status"":{""room_temp"":62}}"
1538658078158,"{""status"":{""operating_state"":""Off""}}"
1538661680158,"{""status"":{""room_temp"":62}}"
1538661680248,"{""status"":{""operating_state"":""Off""}}"
1538665282594,"{""status"":{""room_temp"":62}}"
1538665282702,"{""status"":{""operating_state"":""Off""}}"
1538668884986,"{""status"":{""room_temp"":62}}"
1538668885083,"{""status"":{""operating_state"":""Off""}}"
1538669244322,"{""status"":{""battery"":100}}"
1538670509722,"{""status"":{""heating_setpoint"":64,""source"":""physical"",""hold_until"":""2018-10-04T20:28:29.711Z""}}"
1538670510775,"{""status"":{""operating_state"":""Heating""}}"
1538672173556,"{""status"":{""room_temp"":63}}"
1538672487426,"{""status"":{""room_temp"":63}}"
1538672487539,"{""status"":{""operating_state"":""Heating""}}"
1538673013526,"{""status"":{""room_temp"":64}}"
1538673014590,"{""status"":{""operating_state"":""Pending_Heat""}}"
1538673340274,"{""status"":{""operating_state"":""Off""}}"
1538676089625,"{""status"":{""room_temp"":64}}"
1538676089731,"{""status"":{""operating_state"":""Off""}}"
1538679691778,"{""status"":{""room_temp"":64}}"
1538679691835,"{""status"":{""operating_state"":""Off""}}"
1538683294087,"{""status"":{""room_temp"":64}}"
1538683294176,"{""status"":{""operating_state"":""Off""}}"
1538686896143,"{""status"":{""room_temp"":64}}"
1538686896235,"{""status"":{""operating_state"":""Off""}}"
